Move,Player
dp,B
dd,W
pq,B
qd,W
qo,B
oc,W
jp,B
cn,W
fq,B
dj,W
pi,B
qg,W
fc,B
cf,W
db,B
on,W
oo,B
pr,W
or,B
no,W
nn,B
oq,W
np,B
nr,W
op,B
os,W
qq,B
lr,W
kq,B
nq,W
cc,B
nm,W
mo,B
pk,W
oh,B
nk,W
oe,B
pf,W
of,B
mc,W
li,B
ni,W
nh,B
kk,W
ch,B
dh,W
di,B
ei,W
ci,B
dg,W
cj,B
dk,W
bl,B
dm,W
bg,B
bp,W
cq,B
fj,W
ic,B
hd,W
hc,B
fd,W
gd,B
ge,W
gc,B
mi,W
mh,B
lh,W
kj,B
kh,W
jk,B
kl,W
ij,B
jl,W
il,B
im,W
hl,B
hm,W
gl,B
gm,W
ji,B
ig,W
ih,B
lf,W
pg,B
hi,W
hh,B
hj,W
gi,B
gj,W
hf,B
jh,W
ii,B
hg,W
gg,B
gf,W
fg,B
if,W
