Move,Player
dq,B
cd,W
qp,B
pd,W
ec,B
co,W
dl,B
op,W
lp,B
jq,W
mq,B
gq,W
ep,B
qq,W
pq,B
pp,W
oq,B
nq,W
nr,B
qo,W
rp,B
np,W
pr,B
lr,W
mr,B
ro,W
rq,B
qk,W
cg,B
de,W
eg,B
fd,W
fc,B
hd,W
hc,B
gd,W
ic,B
bl,W
cp,B
cj,W
ej,B
do,W
eo,B
dh,W
dg,B
fi,W
ed,B
ee,W
ff,B
fe,W
ei,B
gc,W
gb,B
hb,W
fb,B
ib,W
jc,B
jb,W
kc,B
kb,W
lc,B
lb,W
mc,B
db,W
mb,B
dc,W
qf,B
pf,W
pg,B
of,W
qe,B
qd,W
oc,B
od,W
qi,B
eh,W
ci,B
fh,W
di,B
bj,W
bi,B
en,W
fn,B
em,W
el,B
fm,W
cm,B
bm,W
bn,B
bo,W
cn,B
dp,W
cq,B
dn,W
an,B
eq,W
fq,B
er,W
fr,B
fp,W
fo,B
gr,W
gp,B
fs,W
fp,B
hq,W
hn,B
fk,W
gm,B
fl,W
ek,B
bp,W
qb,B
og,W
ph,B
ni,W
pn,B
po,W
oi,B
oj,W
pj,B
pk,W
nj,B
ok,W
nh,B
mi,W
oh,B
lf,W
mh,B
ke,W
li,B
hk,W
la,B
eb,W
dr,B
es,W
nn,B
ml,W
lm,B
rb,W
pb,B
mj,W
mk,B
nk,W
lk,B
ll,W
lj,B
kl,W
ip,B
hp,W
ho,B
jp,W
jo,B
rc,W
me,B
mf,W
nd,B
mo,W
bq,B
gn,W
go,B
br,W
ar,B
ko,W
kp,B
jn,W
iq,B
ir,W
io,B
jr,W
ds,B
gs,W
hs,B
hr,W
kq,B
kr,W
ls,B
im,W
hm,B
cs,W
lq,B
ap,W
aq,B
as,W
bs,B
hl,W
kn,B
lo,W
jm,B
as,W
qn,B
cr,W
in,B
mm,W
